#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
10	TP53_AD	TP53	7157	AD	0.5744	0.0051	0.7713	0.0000	0.7713	0.5768	0.4588	0.0000	0.7713	1.0000	0	Li-Fraumeni syndrome (ORPHA:524): Nephrocalcinosis (HP:0000121)-Renal neoplasm (HP:0009726), Premature birth (HP:0001622)-Choriocarcinoma (HP:0100768), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), 	Nephrocalcinosis (HP:0000121)-renal hypoplasia (MP:0003446), Failure to thrive (HP:0001508)-weight loss (MP:0001263), Small for gestational age (HP:0001518)-weight loss (MP:0001263), Premature birth (HP:0001622)-delayed wound healing (MP:0002908), Rhabdomyosarcoma (HP:0002859)-decreased skeletal muscle mass (MP:0004819), Skeletal muscle atrophy (HP:0003202)-muscular atrophy (MP:0002269), Short stature (HP:0004322)-delayed wound healing (MP:0002908), 	Nephrocalcinosis (HP:0000121)-pronephric proximal convoluted tubule distended, abnormal (ZP:0017628), Failure to thrive (HP:0001508)-developmental growth decreased rate, abnormal (ZP:0005798), Small for gestational age (HP:0001518)-developmental growth decreased rate, abnormal (ZP:0005798), Short stature (HP:0004322)-hatching delayed, abnormal (ZP:0003211), 			
12	WDR62_AR	WDR62	284403	AR	0.6859	0.0018	0.6725	0.0000	0.6725	0.3619	0.0000	0.5002	0.6725	1.0000	0	Microcephaly 2, primary, autosomal recessive, with or without cortical malformations (OMIM:604317): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Nephrocalcinosis (HP:0000121)-small kidney (MP:0002989), Skeletal muscle atrophy (HP:0003202)-small kidney (MP:0002989), Short stature (HP:0004322)-small kidney (MP:0002989), 		Proximity to NCAPD3 associated with Microcephaly 22, primary, autosomal recessive (OMIM:617984): Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Limb hypertonia (HP:0002509), Short stature (HP:0004322)-Short stature (HP:0004322), 		
13	CENPE_AR	CENPE	1062	AR	0.7450	0.0011	0.6191	0.0000	0.6191	0.0000	0.0000	0.5020	0.6191	1.0000	0	?Microcephaly 13, primary, autosomal recessive (OMIM:616051): Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Short stature (HP:0004322)-Short stature (HP:0004322), 			Proximity to MAD1L1 associated with Mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition (OMIM:620189): Nephrocalcinosis (HP:0000121)-Cervix cancer (HP:0030079), Rhabdomyosarcoma (HP:0002859)-Embryonal rhabdomyosarcoma (HP:0006743), 	Proximity to MAD1L1 Rhabdomyosarcoma (HP:0002859)-increased rhabdomyosarcoma incidence (MP:0002036), Skeletal muscle atrophy (HP:0003202)-increased rhabdomyosarcoma incidence (MP:0002036), 	Proximity to MAD1L1 Failure to thrive (HP:0001508)-habituation decreased rate, abnormal (ZP:0138053), 
14	NDE1_AR	NDE1	54820	AR	0.8285	0.0005	0.5423	0.0000	0.5423	0.3049	0.0000	0.5035	0.5423	1.0000	0	Microhydranencephaly (OMIM:605013): Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased brain weight (MP:0002175), Small for gestational age (HP:0001518)-decreased brain weight (MP:0002175), Skeletal muscle atrophy (HP:0003202)-decreased brain size (MP:0000774), Short stature (HP:0004322)-decreased brain size (MP:0000774), 		Proximity to CEP57 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to CEP57 Skeletal muscle atrophy (HP:0003202)-short tail (MP:0000592), Short stature (HP:0004322)-short tail (MP:0000592), 	
15	NDC80_AR	NDC80	10403	AR	0.8345	0.0004	0.5052	0.0357	0.0000	0.0000	0.0000	0.5052	0.5052	1.0000	0				Proximity to SMC1A associated with Cornelia de Lange syndrome (ORPHA:199): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Congenital diaphragmatic hernia (HP:0000776), Short stature (HP:0004322)-Short stature (HP:0004322), 		Proximity to SMC1A Short stature (HP:0004322)-whole organism decreased length, abnormal (ZP:0000473), 
15	CENPJ_AR	CENPJ	55835	AR	0.8360	0.0004	0.5352	0.0000	0.5317	0.5352	0.0000	0.5244	0.5352	1.0000	0	?Seckel syndrome 4 (OMIM:613676): Failure to thrive (HP:0001508)-Severe failure to thrive (HP:0001525), Small for gestational age (HP:0001518)-Decreased body weight (HP:0004325), Short stature (HP:0004322)-Severe short stature (HP:0003510), 	Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-delayed sexual maturation (MP:0001938), Rhabdomyosarcoma (HP:0002859)-abnormal myocardial fiber morphology (MP:0000278), Skeletal muscle atrophy (HP:0003202)-abnormal myocardial fiber morphology (MP:0000278), Short stature (HP:0004322)-delayed sexual maturation (MP:0001938), 		Proximity to WDR62 associated with Microcephaly 2, primary, autosomal recessive, with or without cortical malformations (OMIM:604317): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Proximity to WDR62 Nephrocalcinosis (HP:0000121)-small kidney (MP:0002989), Skeletal muscle atrophy (HP:0003202)-small kidney (MP:0002989), Short stature (HP:0004322)-small kidney (MP:0002989), 	
15	BRCA1_AR	BRCA1	672	AR	0.8408	0.0004	0.5308	0.0000	0.5308	0.4899	0.0000	0.5126	0.5308	1.0000	0	Fanconi anemia, complementation group S (OMIM:617883): Nephrocalcinosis (HP:0000121)-Ovarian neoplasm (HP:0100615), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-hyperactivity (MP:0001399), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased small intestinal villus height (MP:0014082), 		Proximity to FAH associated with Tyrosinemia, type I (OMIM:276700): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Short stature (HP:0004322)-Growth delay (HP:0001510), 	Proximity to FAH Nephrocalcinosis (HP:0000121)-dilated renal tubule (MP:0002705), Failure to thrive (HP:0001508)-weight loss (MP:0001263), Small for gestational age (HP:0001518)-weight loss (MP:0001263), Skeletal muscle atrophy (HP:0003202)-weight loss (MP:0001263), Short stature (HP:0004322)-weight loss (MP:0001263), 	
15	CDK5RAP2_AR	CDK5RAP2	55755	AR	0.8460	0.0004	0.5258	0.0000	0.4317	0.4261	0.0000	0.5258	0.5258	1.0000	0	Autosomal recessive primary microcephaly (ORPHA:2512): Nephrocalcinosis (HP:0000121)-Unilateral renal agenesis (HP:0000122), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased body weight (MP:0001262), 		Proximity to WDR62 associated with Microcephaly 2, primary, autosomal recessive, with or without cortical malformations (OMIM:604317): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Proximity to WDR62 Nephrocalcinosis (HP:0000121)-small kidney (MP:0002989), Skeletal muscle atrophy (HP:0003202)-small kidney (MP:0002989), Short stature (HP:0004322)-small kidney (MP:0002989), 	
15	CEP152_AR	CEP152	22995	AR	0.8463	0.0004	0.5256	0.0000	0.4631	0.0000	0.0000	0.5256	0.5256	1.0000	0	Seckel syndrome (ORPHA:808): Failure to thrive (HP:0001508)-Cachexia (HP:0004326), Small for gestational age (HP:0001518)-Cachexia (HP:0004326), Short stature (HP:0004322)-Short stature (HP:0004322), 			Proximity to WDR62 associated with Microcephaly 2, primary, autosomal recessive, with or without cortical malformations (OMIM:604317): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Proximity to WDR62 Nephrocalcinosis (HP:0000121)-small kidney (MP:0002989), Skeletal muscle atrophy (HP:0003202)-small kidney (MP:0002989), Short stature (HP:0004322)-small kidney (MP:0002989), 	
15	ASPM_AR	ASPM	259266	AR	0.8469	0.0004	0.5250	0.0000	0.4317	0.4592	0.0000	0.5250	0.5250	1.0000	0	Autosomal recessive primary microcephaly (ORPHA:2512): Nephrocalcinosis (HP:0000121)-Unilateral renal agenesis (HP:0000122), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-asthenozoospermia (MP:0002675), Skeletal muscle atrophy (HP:0003202)-decreased brain size (MP:0000774), Short stature (HP:0004322)-decreased body weight (MP:0001262), 		Proximity to WDR62 associated with Microcephaly 2, primary, autosomal recessive, with or without cortical malformations (OMIM:604317): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Proximity to WDR62 Nephrocalcinosis (HP:0000121)-small kidney (MP:0002989), Skeletal muscle atrophy (HP:0003202)-small kidney (MP:0002989), Short stature (HP:0004322)-small kidney (MP:0002989), 	
15	STIL_AR	STIL	6491	AR	0.8469	0.0004	0.5249	0.0000	0.5564	0.0000	0.2583	0.5249	0.5564	1.0000	0	Alobar holoprosencephaly (ORPHA:93925): Nephrocalcinosis (HP:0000121)-Abnormality of the genitourinary system (HP:0000119), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Skeletal muscle atrophy (HP:0003202)-Flexion contracture (HP:0001371), Short stature (HP:0004322)-Short stature (HP:0004322), 		Short stature (HP:0004322)-whole organism decreased size, abnormal (ZP:0000324), 	Proximity to WDR62 associated with Microcephaly 2, primary, autosomal recessive, with or without cortical malformations (OMIM:604317): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Proximity to WDR62 Nephrocalcinosis (HP:0000121)-small kidney (MP:0002989), Skeletal muscle atrophy (HP:0003202)-small kidney (MP:0002989), Short stature (HP:0004322)-small kidney (MP:0002989), 	
15	TTK_AR	TTK	7272	AR	0.8479	0.0004	0.5017	0.0252	0.0000	0.0000	0.0000	0.5017	0.5017	1.0000	0				Proximity to MAD1L1 associated with Mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition (OMIM:620189): Nephrocalcinosis (HP:0000121)-Cervix cancer (HP:0030079), Rhabdomyosarcoma (HP:0002859)-Embryonal rhabdomyosarcoma (HP:0006743), 	Proximity to MAD1L1 Rhabdomyosarcoma (HP:0002859)-increased rhabdomyosarcoma incidence (MP:0002036), Skeletal muscle atrophy (HP:0003202)-increased rhabdomyosarcoma incidence (MP:0002036), 	Proximity to MAD1L1 Failure to thrive (HP:0001508)-habituation decreased rate, abnormal (ZP:0138053), 
